expert_locality,expert_province,expert_region,expert_country,expert_lang,expert_experience,expert_title,expert_education,expert_work_from_home,project_locality,project_province,project_region,project_country,project_lang,company_name,project_experience,project_title,project_education,project_work_from_home,liked
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,2,Clinical Project Management Intern,bachelor,both,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,2,Clinical Project Management Intern,bachelor,both,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,2,Clinical Project Management Intern,bachelor,both,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,2,Clinical Project Management Intern,bachelor,both,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,2,Clinical Project Management Intern,bachelor,both,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,Biocartis,1,Postdoctoral fellow,doctoral,yes,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,Biocartis,1,Postdoctoral fellow,doctoral,yes,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,Biocartis,1,Postdoctoral fellow,doctoral,yes,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,Biocartis,1,Postdoctoral fellow,doctoral,yes,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,Biocartis,1,Postdoctoral fellow,doctoral,yes,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,Biocartis,1,Postdoctoral fellow,doctoral,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,Biocartis,1,Postdoctoral fellow,doctoral,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,Biocartis,1,Postdoctoral fellow,doctoral,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,Biocartis,1,Postdoctoral fellow,doctoral,yes,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,Biocartis,1,Postdoctoral fellow,doctoral,yes,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,Biocartis,1,Postdoctoral fellow,doctoral,yes,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Mechelen,Antwerp,Flanders,Belgium,English,Biocartis,1,Postdoctoral fellow,doctoral,yes,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Machelen,Flemish Brabant,Flanders,Belgium,English,Bayer,1,Research fellow,Master,both,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Machelen,Flemish Brabant,Flanders,Belgium,English,Bayer,1,Research fellow,Master,both,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Machelen,Flemish Brabant,Flanders,Belgium,English,Bayer,1,Research fellow,Master,both,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Machelen,Flemish Brabant,Flanders,Belgium,English,Bayer,1,Research fellow,Master,both,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Machelen,Flemish Brabant,Flanders,Belgium,English,Bayer,1,Research fellow,Master,both,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Machelen,Flemish Brabant,Flanders,Belgium,English,Bayer,1,Research fellow,Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Machelen,Flemish Brabant,Flanders,Belgium,English,Bayer,1,Research fellow,Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Machelen,Flemish Brabant,Flanders,Belgium,English,Bayer,1,Research fellow,Master,both,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Machelen,Flemish Brabant,Flanders,Belgium,English,Bayer,1,Research fellow,Master,both,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Machelen,Flemish Brabant,Flanders,Belgium,English,Bayer,1,Research fellow,Master,both,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Machelen,Flemish Brabant,Flanders,Belgium,English,Bayer,1,Research fellow,Master,both,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Machelen,Flemish Brabant,Flanders,Belgium,English,Bayer,1,Research fellow,Master,both,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,6,Director,bachelor,yes,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,6,Director,bachelor,yes,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,6,Director,bachelor,yes,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,6,Director,bachelor,yes,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,6,Director,bachelor,yes,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,6,Director,bachelor,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,6,Director,bachelor,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,6,Director,bachelor,yes,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,6,Director,bachelor,yes,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,6,Director,bachelor,yes,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,6,Director,bachelor,yes,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,6,Director,bachelor,yes,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Neuchâtel,Neuchâtel District,Canton of Neuchâtel,Switzerland,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Neuchâtel,Neuchâtel District,Canton of Neuchâtel,Switzerland,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Neuchâtel,Neuchâtel District,Canton of Neuchâtel,Switzerland,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Neuchâtel,Neuchâtel District,Canton of Neuchâtel,Switzerland,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Neuchâtel,Neuchâtel District,Canton of Neuchâtel,Switzerland,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Neuchâtel,Neuchâtel District,Canton of Neuchâtel,Switzerland,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Neuchâtel,Neuchâtel District,Canton of Neuchâtel,Switzerland,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Neuchâtel,Neuchâtel District,Canton of Neuchâtel,Switzerland,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Neuchâtel,Neuchâtel District,Canton of Neuchâtel,Switzerland,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Ghent,East Flanders,Flanders,Belgium,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Neuchâtel,Neuchâtel District,Canton of Neuchâtel,Switzerland,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Neuchâtel,Neuchâtel District,Canton of Neuchâtel,Switzerland,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Neuchâtel,Neuchâtel District,Canton of Neuchâtel,Switzerland,English,Biotech Quality Group,3,Lab Analyst,bachelor,both,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Master student,bachelor,no,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Master student,bachelor,no,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Master student,bachelor,no,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Master student,bachelor,no,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Master student,bachelor,no,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Master student,bachelor,no,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Master student,bachelor,no,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Master student,bachelor,no,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Master student,bachelor,no,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Master student,bachelor,no,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Master student,bachelor,no,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,1,Master student,bachelor,no,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,10,International Product Manager Neuro,bachelor,no,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,10,International Product Manager Neuro,bachelor,no,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,10,International Product Manager Neuro,bachelor,no,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,10,International Product Manager Neuro,bachelor,no,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,10,International Product Manager Neuro,bachelor,no,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,10,International Product Manager Neuro,bachelor,no,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,10,International Product Manager Neuro,bachelor,no,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,10,International Product Manager Neuro,bachelor,no,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,10,International Product Manager Neuro,bachelor,no,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,10,International Product Manager Neuro,bachelor,no,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,10,International Product Manager Neuro,bachelor,no,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,10,International Product Manager Neuro,bachelor,no,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,2,Laboratory Technician,bachelor,both,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,2,Laboratory Technician,bachelor,both,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,2,Laboratory Technician,bachelor,both,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,2,Laboratory Technician,bachelor,both,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,2,Laboratory Technician,bachelor,both,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,2,Laboratory Technician,bachelor,both,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,2,Laboratory Technician,bachelor,both,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,2,Laboratory Technician,bachelor,both,0
Leuven,Flemish Brabant,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,2,Laboratory Technician,bachelor,both,0
Mechelen,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,2,Laboratory Technician,bachelor,both,0
Mechelen,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,2,Laboratory Technician,bachelor,both,0
Mechelen,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Ottignies-Louvain-la-Neuve,Walloon Brabant,Walloon Region,Belgium,English,IBA,2,Laboratory Technician,bachelor,both,0
Antwerp,Antwerp,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,17,PhD student ,master ,both,0
Antwerp,Antwerp,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,17,PhD student ,master ,both,0
Antwerp,Antwerp,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,17,PhD student ,master ,both,0
Ghent,East Flanders,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,17,PhD student ,master ,both,0
Ghent,East Flanders,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,17,PhD student ,master ,both,0
Ghent,East Flanders,Flanders,Belgium,French,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,17,PhD student ,master ,both,0
Leuven,Flemish Brabant,Flanders,Belgium,English,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,17,PhD student ,master ,both,0
Leuven,Flemish Brabant,Flanders,Belgium,Dutch,4,Master student,bachelor,no,Leuven,Flemish Brabant,Flanders,Belgium,English,KU Leuven,17,PhD student ,master ,both,0
