expert_locality,expert_province,expert_region,expert_country,expert_lang,expert_experience,expert_title,expert_education,expert_work_from_home,project_locality,project_province,project_region,project_country,project_lang,company_name,project_experience,project_title,project_education,project_work_from_home,liked
Oslo,Oslo Municipality,Oslo,Norway,English,13,Business Controller,post doctoral,yes,Nazareth,East Flanders,Flanders,Belgium,English,Omega Pharma,1,Software Test Engineer,bachelor,yes,0
Oslo,Oslo Municipality,Oslo,Norway,Danish,13,Business Controller,post doctoral,yes,Nazareth,East Flanders,Flanders,Belgium,English,Omega Pharma,1,Software Test Engineer,bachelor,yes,0
Oslo,Oslo Municipality,Oslo,Norway,Norwegian,13,Business Controller,post doctoral,yes,Nazareth,East Flanders,Flanders,Belgium,English,Omega Pharma,1,Software Test Engineer,bachelor,yes,0
Oslo,Oslo Municipality,Oslo,Norway,Swedish,13,Business Controller,post doctoral,yes,Nazareth,East Flanders,Flanders,Belgium,English,Omega Pharma,1,Software Test Engineer,bachelor,yes,0
Oslo,Oslo Municipality,Oslo,Norway,German,13,Business Controller,post doctoral,yes,Nazareth,East Flanders,Flanders,Belgium,English,Omega Pharma,1,Software Test Engineer,bachelor,yes,0
Malmö,Malmö,Skåne County,Sweden,English,13,Business Controller,post doctoral,yes,Nazareth,East Flanders,Flanders,Belgium,English,Omega Pharma,1,Software Test Engineer,bachelor,yes,0
Malmö,Malmö,Skåne County,Sweden,Danish,13,Business Controller,post doctoral,yes,Nazareth,East Flanders,Flanders,Belgium,English,Omega Pharma,1,Software Test Engineer,bachelor,yes,0
Malmö,Malmö,Skåne County,Sweden,Norwegian,13,Business Controller,post doctoral,yes,Nazareth,East Flanders,Flanders,Belgium,English,Omega Pharma,1,Software Test Engineer,bachelor,yes,0
Malmö,Malmö,Skåne County,Sweden,Swedish,13,Business Controller,post doctoral,yes,Nazareth,East Flanders,Flanders,Belgium,English,Omega Pharma,1,Software Test Engineer,bachelor,yes,0
Malmö,Malmö,Skåne County,Sweden,German,13,Business Controller,post doctoral,yes,Nazareth,East Flanders,Flanders,Belgium,English,Omega Pharma,1,Software Test Engineer,bachelor,yes,0
Copenhagen,København,Capital Region of Denmark,Denmark,English,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Copenhagen,København,Capital Region of Denmark,Denmark,Danish,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Copenhagen,København,Capital Region of Denmark,Denmark,Norwegian,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Copenhagen,København,Capital Region of Denmark,Denmark,Swedish,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Copenhagen,København,Capital Region of Denmark,Denmark,German,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Oslo,Oslo Municipality,Oslo,Norway,English,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Oslo,Oslo Municipality,Oslo,Norway,Danish,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Oslo,Oslo Municipality,Oslo,Norway,Norwegian,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Oslo,Oslo Municipality,Oslo,Norway,Swedish,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Oslo,Oslo Municipality,Oslo,Norway,German,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Malmö,Malmö,Skåne County,Sweden,English,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Malmö,Malmö,Skåne County,Sweden,Danish,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Malmö,Malmö,Skåne County,Sweden,Norwegian,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Malmö,Malmö,Skåne County,Sweden,Swedish,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Malmö,Malmö,Skåne County,Sweden,German,13,Business Controller,post doctoral,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Marnes-la-Coquette,Hauts-de-Seine,Île-de-France,France,English,Bio-Rad,3,Lab Analyst,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Marnes-la-Coquette,Hauts-de-Seine,Île-de-France,France,English,Bio-Rad,3,Lab Analyst,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Marnes-la-Coquette,Hauts-de-Seine,Île-de-France,France,English,Bio-Rad,3,Lab Analyst,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Marnes-la-Coquette,Hauts-de-Seine,Île-de-France,France,English,Bio-Rad,3,Lab Analyst,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Marnes-la-Coquette,Hauts-de-Seine,Île-de-France,France,English,Bio-Rad,3,Lab Analyst,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,TFS,4,Product Manager Gastroenterology &amp; Respiratory Endoscopy,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,TFS,4,Product Manager Gastroenterology &amp; Respiratory Endoscopy,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,TFS,4,Product Manager Gastroenterology &amp; Respiratory Endoscopy,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,TFS,4,Product Manager Gastroenterology &amp; Respiratory Endoscopy,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,TFS,4,Product Manager Gastroenterology &amp; Respiratory Endoscopy,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,1,PhD Student Nuclear Medicine and Molecular Imaging,master ,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,1,PhD Student Nuclear Medicine and Molecular Imaging,master ,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,1,PhD Student Nuclear Medicine and Molecular Imaging,master ,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,1,PhD Student Nuclear Medicine and Molecular Imaging,master ,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,1,PhD Student Nuclear Medicine and Molecular Imaging,master ,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Data Analyst,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Data Analyst,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Data Analyst,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Data Analyst,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Data Analyst,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Data Analyst,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Data Analyst,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Data Analyst,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Data Analyst,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Data Analyst,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,3,researcher,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,3,researcher,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,3,researcher,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,3,researcher,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,3,researcher,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Florence,Metropolitan City of Florence,Tuscany,Italy,English,Menari,5,Manager,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,2,Software Test Engineer,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,2,Software Test Engineer,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,2,Software Test Engineer,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,2,Software Test Engineer,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,2,Software Test Engineer,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,6,senior research associate,Master,both,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,6,senior research associate,Master,both,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,6,senior research associate,Master,both,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,6,senior research associate,Master,both,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,6,senior research associate,Master,both,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Research Trainee,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Research Trainee,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Research Trainee,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Research Trainee,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,TFS,3,Research Trainee,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,TFS,2,Junior Scientist,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,TFS,2,Junior Scientist,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,TFS,2,Junior Scientist,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,TFS,2,Junior Scientist,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,TFS,2,Junior Scientist,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Machelen,Flemish Brabant,Flanders,Belgium,English,GE Healthcare,4,MTS DSP Head of Unit,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,English,Biomarin,2,Software Test Engineer,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,English,Biomarin,2,Software Test Engineer,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,English,Biomarin,2,Software Test Engineer,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,English,Biomarin,2,Software Test Engineer,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,English,Biomarin,2,Software Test Engineer,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,San Diego,San Diego County,California,United States,English,Intercept,5, Clinical Research Associate (CRA),bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,English,PSI,3,Medical Sales Representative,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,English,PSI,3,Medical Sales Representative,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,English,PSI,3,Medical Sales Representative,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,English,PSI,3,Medical Sales Representative,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,English,PSI,3,Medical Sales Representative,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,French,Intercept,9,Business development director,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,French,Intercept,9,Business development director,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,French,Intercept,9,Business development director,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,French,Intercept,9,Business development director,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Paris,Paris,Île-de-France,France,French,Intercept,9,Business development director,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Kaluga,gorod Kaluga,Kaluga Oblast,Russia,English,Novo Nordisk,2,Sales representative,Master,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Dhaka,Dhaka District,Dhaka Division,Bangladesh,English,Zoetis,2,Physician,Master,both,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Dhaka,Dhaka District,Dhaka Division,Bangladesh,English,Zoetis,2,Physician,Master,both,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Dhaka,Dhaka District,Dhaka Division,Bangladesh,English,Zoetis,2,Physician,Master,both,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Dhaka,Dhaka District,Dhaka Division,Bangladesh,English,Zoetis,2,Physician,Master,both,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Dhaka,Dhaka District,Dhaka Division,Bangladesh,English,Zoetis,2,Physician,Master,both,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,2,Clinical Trial Assistant (CTA),bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,2,Clinical Trial Assistant (CTA),bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,2,Clinical Trial Assistant (CTA),bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,2,Clinical Trial Assistant (CTA),bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Zaventem,Flemish Brabant,Flanders,Belgium,English,Zoetis,2,Clinical Trial Assistant (CTA),bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Madrid,Madrid,Community of Madrid,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Barcelona,Barcelona,Catalonia,Spain,English,PharmaMar,10,Managing Director,bachelor,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,French,UCB,6,Sales representative,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,French,UCB,6,Sales representative,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,French,UCB,6,Sales representative,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,French,UCB,6,Sales representative,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,French,UCB,6,Sales representative,bachelor,yes,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Marnes-la-Coquette,Hauts-de-Seine,Île-de-France,France,English,Bio-Rad,1,Consultant,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Dutch,12,Pharmacist,bachelor,yes,Marnes-la-Coquette,Hauts-de-Seine,Île-de-France,France,English,Bio-Rad,1,Consultant,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,French,12,Pharmacist,bachelor,yes,Marnes-la-Coquette,Hauts-de-Seine,Île-de-France,France,English,Bio-Rad,1,Consultant,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,German,12,Pharmacist,bachelor,yes,Marnes-la-Coquette,Hauts-de-Seine,Île-de-France,France,English,Bio-Rad,1,Consultant,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,Luxembourgish,12,Pharmacist,bachelor,yes,Marnes-la-Coquette,Hauts-de-Seine,Île-de-France,France,English,Bio-Rad,1,Consultant,Master,no,0
Ittre,Walloon Brabant,Walloon Region,Belgium,English,12,Pharmacist,bachelor,yes,Warsaw,Warszawa,Masovian Voivodeship,Poland,English,PSI,9,Product Specialist,bachelor,no,0
